clave_unica,merge_tag,fieldKey_completo,nombre,dataType,id
fecha_nps__p1,{{contact.fecha_nps__p1}},contact.fecha_nps__p1,Fecha NPS - P1,DATE,3tEu02rpGjeGo3xHDwjA
fecha_nps__p2,{{contact.fecha_nps__p2}},contact.fecha_nps__p2,Fecha NPS - P2,DATE,7q8FhkyC1xuxZnKcOgee
fecha_nps__p3,{{contact.fecha_nps__p3}},contact.fecha_nps__p3,Fecha NPS - P3,DATE,uRZnU5BjuSl7cbditr4q
fecha_rt,{{contact.fecha_rt}},contact.fecha_rt,Fecha RT,DATE,qfQ7fz19cudjdJ6UnTiD
fechas_30d,{{contact.fechas_30d}},contact.fechas_30d,Fechas 30D,DATE,sPqEt9yD2tGg6aKMNVzQ
final_renovacion,{{contact.final_renovacion}},contact.final_renovacion,Final Renovacion,DATE,SBJ30WpKhfP8WNZuXdWV
form_acceso,{{contact.form_acceso}},contact.form_acceso,Form acceso,TEXT,cYYuNZ3HgntR6cfC7djD
form_postulacion,{{contact.form_postulacion}},contact.form_postulacion,Form Postulacion,TEXT,64jdeeCTwKo8h1nSCrCD
formulario,{{contact.formulario}},contact.formulario,Formulario,SINGLE_OPTIONS,eWfvdgwJeKGXRCgkwCsk
grabacion_de_llamadas,{{contact.grabacion_de_llamadas}},contact.grabacion_de_llamadas,Grabacion de llamadas,LARGE_TEXT,Vou3W7CQRNnKWJ2ZfuqP
grabacion_onboarding,{{contact.grabacion_onboarding}},contact.grabacion_onboarding,Grabacion Diagnostico,LARGE_TEXT,dmXRSIfmNtlJDqH9Qc1P
grabaciones_actividades,{{contact.grabaciones_actividades}},contact.grabaciones_actividades,Grabaciones actividades,LARGE_TEXT,o1vA5kJbbqSI71qScofW
grupo,{{contact.grupo}},contact.grupo,Grupo,SINGLE_OPTIONS,UQyA0HjXDgp8zkiwA8Cf
grupo_wpp,{{contact.grupo_wpp}},contact.grupo_wpp,Grupo Wpp?,SINGLE_OPTIONS,V6mi0lV58secBbOhpQrc
historial_de_mensajes_aperturas,{{contact.historial_de_mensajes_aperturas}},contact.historial_de_mensajes_aperturas,Estrategia aperturas,LARGE_TEXT,VbCN6KJ4ILmW0RCluQ2r
hodnaskbfksabfksjdbfksdbfsdbfksdkjhkfjgh,{{contact.hodnaskbfksabfksjdbfksdbfsdbfksdkjhkfjgh}},contact.hodnaskbfksabfksjdbfksdbfsdbfksdkjhkfjgh,hodnaskbfksabfksjdbfksdbfsdbfksdkjhkfjgh,MULTIPLE_OPTIONS,DIrpHKtNWF34C6pjHcSy
hora_esp,{{contact.hora_esp}},contact.hora_esp,Hora esp,TEXT,yb1WYh0XkgB9DfYccdrW
how_often_do_you_feel_stuck_or_uncertain_about_your_career_decisions,{{contact.how_often_do_you_feel_stuck_or_uncertain_about_your_career_decisions}},contact.how_often_do_you_feel_stuck_or_uncertain_about_your_career_decisions,How often do you feel stuck or uncertain about your career decisions?,RADIO,RC5Uhfz2ZhDpTNBTcW37
how_satisfied_are_you_with_your_current_work_life_balance,{{contact.how_satisfied_are_you_with_your_current_work_life_balance}},contact.how_satisfied_are_you_with_your_current_work_life_balance,How satisfied are you with your current work-life balance?,RADIO,MtbtRzjCpkJbXhmSOFCj
hoy_contas_con_estados_de_resultados_economicos,{{contact.hoy_contas_con_estados_de_resultados_economicos}},contact.hoy_contas_con_estados_de_resultados_economicos,¿Hoy contás con estados de resultados económicos?,SINGLE_OPTIONS,M7opnX9V003byjY4YhKw
hoy_contas_con_estados_de_resultados_financieros,{{contact.hoy_contas_con_estados_de_resultados_financieros}},contact.hoy_contas_con_estados_de_resultados_financieros,¿Hoy contás con estados de resultados financieros?,SINGLE_OPTIONS,B2B1SZ9M0rOyNVlv8wCw
hoy_tenes_claridad_de_los_costos_y_margenes_de_tus_productos,{{contact.hoy_tenes_claridad_de_los_costos_y_margenes_de_tus_productos}},contact.hoy_tenes_claridad_de_los_costos_y_margenes_de_tus_productos,¿Hoy tenés claridad de los costos y márgenes de tus productos?,SINGLE_OPTIONS,aBV4bsG52lQalVHWwrRh
insatisfecho,{{contact.insatisfecho}},contact.insatisfecho,Insatisfecho,SINGLE_OPTIONS,izG3JyMnfvmio7E9m3Ns
instagram_o_sitio_web_de_tu_negocio_si_no_tenes_ninguno_de_los_dos_escribi_no_tengo,{{contact.instagram_o_sitio_web_de_tu_negocio_si_no_tenes_ninguno_de_los_dos_escribi_no_tengo}},contact.instagram_o_sitio_web_de_tu_negocio_si_no_tenes_ninguno_de_los_dos_escribi_no_tengo,Instagram o sitio web de tu negocio. (Si no tenés ningúno de los dos escribí NO TENGO),TEXT,rlzZEuRZFkNdrPnNFt8e
jsonnotion,{{contact.jsonnotion}},contact.jsonnotion,JsonNotion,LARGE_TEXT,1KCPLLuyCKqd9mgQ693V
l__etapa_club,{{contact.l__etapa_club}},contact.l__etapa_club,L - Etapa Club,NUMERICAL,25FIJDBUfmWAj8bQVneS
la_estructura_del_presupuesto_economico_se_apoya_en,{{contact.la_estructura_del_presupuesto_economico_se_apoya_en}},contact.la_estructura_del_presupuesto_economico_se_apoya_en,La estructura del presupuesto económico se apoya en…,CHECKBOX,rZd06FOuWt5qUoqc3euH
la_mano_de_obra_variable_es_la_que,{{contact.la_mano_de_obra_variable_es_la_que}},contact.la_mano_de_obra_variable_es_la_que,La mano de obra variable es la que…,CHECKBOX,Vmr7E6d7mT4un3Uye9iA
las_clases_quedan_grabadas,{{contact.las_clases_quedan_grabadas}},contact.las_clases_quedan_grabadas,Las clases quedan grabadas?,SINGLE_OPTIONS,Muj3Dj9haKOtDiekLYWy
link_meet,{{contact.link_meet}},contact.link_meet,Link Meet,TEXT,K1h4HsqiQjSUdMdoFXaW
link_wpp,{{contact.link_wpp}},contact.link_wpp,Link Wpp,TEXT,iiVsLwAvGFxAVmOF5H3c
llamada_cc,{{contact.llamada_cc}},contact.llamada_cc,CC WP,SINGLE_OPTIONS,hf8j9bBh5lLYVxqv7nwH
llamada_meg,{{contact.llamada_meg}},contact.llamada_meg,Llamada Meg,SINGLE_OPTIONS,pXk0E9gdUgDw59mlya3i
localidad,{{contact.localidad}},contact.localidad,Localidad,TEXT,3XvZxVRCw3EBMBzW2Rt6
mail_de_acceso,{{contact.mail_de_acceso}},contact.mail_de_acceso,Mail de acceso,TEXT,A3mo7mQ1wnEnKzvAG10L
margen_bruto,{{contact.margen_bruto}},contact.margen_bruto,Margen bruto,NUMERICAL,7z8s6lTjLH5gghV79AsQ
margen_bruto,{{contact.margen_bruto}},contact.margen_bruto,Margen bruto,NUMERICAL,VjqlKsMags44eQDBb5av
margen_bruto_promedio,{{contact.margen_bruto_promedio}},contact.margen_bruto_promedio,Margen bruto promedio,NUMERICAL,E3afHSaf3zG1KUMmot1M
margen_bruto_promedio,{{contact.margen_bruto_promedio}},contact.margen_bruto_promedio,Margen bruto promedio,NUMERICAL,ettzVN2CEIWibnN3bWeu
margen_de_marcacion_promedio,{{contact.margen_de_marcacion_promedio}},contact.margen_de_marcacion_promedio,Margen de marcacion promedio,NUMERICAL,9167n7e0xKMw3xEJMybd
margen_de_marcacion_promedio,{{contact.margen_de_marcacion_promedio}},contact.margen_de_marcacion_promedio,Margen de marcacion promedio,NUMERICAL,UUdHBPSkSNVo4ZU9BiqR
margen_marcacion_promedio,{{contact.margen_marcacion_promedio}},contact.margen_marcacion_promedio,Margen marcacion promedio,TEXT,RntZseBhokCaVrgPhpIs
matriz_urgenteimportante_si_algo_es_importante_pero_no_urgente_lo_correcto_es,{{contact.matriz_urgenteimportante_si_algo_es_importante_pero_no_urgente_lo_correcto_es}},contact.matriz_urgenteimportante_si_algo_es_importante_pero_no_urgente_lo_correcto_es,"Matriz Urgente/Importante: si algo es importante pero no urgente, lo correcto es…",RADIO,ABITWCP3edJiZ5QAcyHp
mensaje_1,{{contact.mensaje_1}},contact.mensaje_1,Mensaje 1,LARGE_TEXT,YL3q3dZjGRG5N2pvpxv0
mensaje_2,{{contact.mensaje_2}},contact.mensaje_2,Mensaje 2,LARGE_TEXT,chkI0mmSUjUZenxrIGZL
mensaje_3,{{contact.mensaje_3}},contact.mensaje_3,Mensaje 3,LARGE_TEXT,lWYsqTQGWEmK101riLnx
mensaje_5,{{contact.mensaje_5}},contact.mensaje_5,Mensaje 5,LARGE_TEXT,2do4CAvKNcMv8k7MtPxO
mensaje_enviado__respuesta,{{contact.mensaje_enviado__respuesta}},contact.mensaje_enviado__respuesta,Mensaje enviado + Respuesta,LARGE_TEXT,SmWsDCbYyaqvOt6slE1I
mensjae_4,{{contact.mensjae_4}},contact.mensjae_4,Mensjae 4,LARGE_TEXT,LMcZZy5NUi4JIEXmzsuV
meses_renovados,{{contact.meses_renovados}},contact.meses_renovados,Meses renovados,SINGLE_OPTIONS,7Ti9aA7DiNBeB4MJyQyR
modelo_de_negocio,{{contact.modelo_de_negocio}},contact.modelo_de_negocio,modelo de negocio,SINGLE_OPTIONS,gqp4zyUyGy1SJ3TrSvF0
modulo_1,{{contact.modulo_1}},contact.modulo_1,Modulo 1,DATE,zINUgW2p2NQJVMn1PlfZ
modulo_10,{{contact.modulo_10}},contact.modulo_10,Modulo P3,DATE,DDyAFGEH6asHzH6Z50tv
modulo_2,{{contact.modulo_2}},contact.modulo_2,Modulo 2,DATE,3MagFWDne8XrSL8W9u6w
modulo_3,{{contact.modulo_3}},contact.modulo_3,Modulo 3,DATE,q7wyIHL9y5zCoISZhHKX
modulo_4,{{contact.modulo_4}},contact.modulo_4,Modulo 4,DATE,4d9RolhqrPQtmOHm3W0T
modulo_5,{{contact.modulo_5}},contact.modulo_5,Modulo 5,DATE,dq9W20Nl8QJXmSVrBO8H
modulo_6,{{contact.modulo_6}},contact.modulo_6,Modulo 6,DATE,LKI5QvHtCMMYTtfh7F6O
modulo_7,{{contact.modulo_7}},contact.modulo_7,Modulo 7,DATE,yQGgx1OeekXpJASOX83C
modulo_8,{{contact.modulo_8}},contact.modulo_8,Modulo P1,DATE,2psRGSev08EsxVlXBsln
modulo_9,{{contact.modulo_9}},contact.modulo_9,Modulo P2,DATE,i4D3bIISKTXup8ePUbvp
monto_final,{{contact.monto_final}},contact.monto_final,Monto final,TEXT,kMzuJpveYuiznKkdl5Bj
mtodo_de_las_3_tareas_clave_la_noche_anterior,{{contact.mtodo_de_las_3_tareas_clave_la_noche_anterior}},contact.mtodo_de_las_3_tareas_clave_la_noche_anterior,Método de las 3 tareas clave (la noche anterior):,RADIO,Vyd8nkNyiHM2apZwevAF
nivel_de_facturacin_mensual2,{{contact.nivel_de_facturacin_mensual2}},contact.nivel_de_facturacin_mensual2,Nivel de facturación mensual(2),RADIO,jc2soQTfRGN9tfN4Uyrc
nivel_de_facturacin_mensual3,{{contact.nivel_de_facturacin_mensual3}},contact.nivel_de_facturacin_mensual3,FV - Nivel de facturación mensual(3),RADIO,3RpcAXRmXr6BbWQTNOqW
nivel_de_facturacion_promedio_mensual_del_negocio_en_pesos_argentinos,{{contact.nivel_de_facturacion_promedio_mensual_del_negocio_en_pesos_argentinos}},contact.nivel_de_facturacion_promedio_mensual_del_negocio_en_pesos_argentinos,Nivel de facturación promedio mensual del negocio (En Pesos Argentinos),RADIO,7gG4DJHV5ny01iIhBKjl
nombre_de_tu_empresa,{{contact.nombre_de_tu_empresa}},contact.nombre_de_tu_empresa,Nombre de tu empresa,TEXT,C6tsfrYydjWL2ktJTu0H
nombre_empresa,{{contact.nombre_empresa}},contact.nombre_empresa,Nombre empresa,TEXT,FD8pv4T66jcp4buzxQsU
notaste_cambios_en_tu_mentalidad_a_la_hora_de_llevar_el_negocio_ej_me_siento_mas_tranquilo_a_a_la_hora_de_tomar_decisiones_etc,{{contact.notaste_cambios_en_tu_mentalidad_a_la_hora_de_llevar_el_negocio_ej_me_siento_mas_tranquilo_a_a_la_hora_de_tomar_decisiones_etc}},contact.notaste_cambios_en_tu_mentalidad_a_la_hora_de_llevar_el_negocio_ej_me_siento_mas_tranquilo_a_a_la_hora_de_tomar_decisiones_etc,"¿Notaste cambios en tu mentalidad a la hora de llevar el negocio? (Ej: Me siento más tranquilo/a a la hora de tomar decisiones, etc)",LARGE_TEXT,brah8XAY6HLDDWxmv3lB
notion_id,{{contact.notion_id}},contact.notion_id,Notion Id,TEXT,qEWh7NdnzE3VSaprWQRh
notion_id_2,{{contact.notion_id_2}},contact.notion_id_2,Notion Id 2,TEXT,zd6W5457YEfESgzaXwDg
nps__1,{{contact.nps__1}},contact.nps__1,NPS - 1,SINGLE_OPTIONS,dikbzltll9JQQnT6czWD
nps__2,{{contact.nps__2}},contact.nps__2,NPS - 2,SINGLE_OPTIONS,ptR5hvg4rNBFJ38IrK5E
nps__3,{{contact.nps__3}},contact.nps__3,NPS - 3,SINGLE_OPTIONS,0GqP1PobPFiKyB57ECw3
nps__4,{{contact.nps__4}},contact.nps__4,NPS - 4,SINGLE_OPTIONS,fLNwHZFYRqhkEiIc2NBT
nps__5,{{contact.nps__5}},contact.nps__5,NPS - 5,SINGLE_OPTIONS,X1P0SvY2xRApvvyB23eO
nps__6,{{contact.nps__6}},contact.nps__6,NPS - 6,SINGLE_OPTIONS,kVD8PZpqrEcyT23h7VH9
nps__7,{{contact.nps__7}},contact.nps__7,NPS - 7,SINGLE_OPTIONS,BRcRHkmCt6ugxp5mh0qd
nps__p1,{{contact.nps__p1}},contact.nps__p1,NPS - P1,SINGLE_OPTIONS,rYNSuH3AXHbq4xYx8lqm
nps__p2,{{contact.nps__p2}},contact.nps__p2,NPS - P2,SINGLE_OPTIONS,uSljCsR6tpvWimZeFp5W
nps__p3,{{contact.nps__p3}},contact.nps__p3,NPS - P3,SINGLE_OPTIONS,cMYnuNXb9RqRlN6A4vKr
nuevo_seguidor,{{contact.nuevo_seguidor}},contact.nuevo_seguidor,Nuevo Seguidor,SINGLE_OPTIONS,7sRruP3GYG9npuMnOptS
onboarding,{{contact.onboarding}},contact.onboarding,Onboarding,SINGLE_OPTIONS,H6efIaFSxVQHrmNQ3gs9
origen_actual,{{contact.origen_actual}},contact.origen_actual,Origen actual,TEXT,7hvQNlK6e3JGPiW1JaJ4
pais,{{contact.pais}},contact.pais,Pais,TEXT,VHqmpJHfVAse5Eb7h3zM
para_interpretar_bien_el_eerr_financiero_mes_a_mes_el_m_6_recomienda,{{contact.para_interpretar_bien_el_eerr_financiero_mes_a_mes_el_m_6_recomienda}},contact.para_interpretar_bien_el_eerr_financiero_mes_a_mes_el_m_6_recomienda,"Para interpretar bien el EERR financiero mes a mes, el M6 recomienda:",CHECKBOX,3kWqY2qX29TsJPbEVyRq
para_profesionalizar_la_prospeccion_en_el_dia_a_dia_conviene,{{contact.para_profesionalizar_la_prospeccion_en_el_dia_a_dia_conviene}},contact.para_profesionalizar_la_prospeccion_en_el_dia_a_dia_conviene,"Para profesionalizar la prospección en el día a día, conviene:",CHECKBOX,hjNdarImkXctOPQg8jKo
para_proyectar_costos_variables_en_el_presupuesto_el_criterio_recomendado_es,{{contact.para_proyectar_costos_variables_en_el_presupuesto_el_criterio_recomendado_es}},contact.para_proyectar_costos_variables_en_el_presupuesto_el_criterio_recomendado_es,"Para proyectar costos variables en el presupuesto, el criterio recomendado es…",CHECKBOX,WRXdyBs04COHpLeS5szN
para_que_el_cashflow_sirva_de_verdad_es_clave,{{contact.para_que_el_cashflow_sirva_de_verdad_es_clave}},contact.para_que_el_cashflow_sirva_de_verdad_es_clave,"Para que el cashflow sirva de verdad, es clave…",CHECKBOX,rDsfMnXYkwbdEyURobdc
para_que_el_crm_de_resultados_lo_clave_es,{{contact.para_que_el_crm_de_resultados_lo_clave_es}},contact.para_que_el_crm_de_resultados_lo_clave_es,"Para que el CRM dé resultados, lo clave es:",CHECKBOX,mJQBKv4LGGa5lKLMQ19y
para_que_esta_unidad_2_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_2_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_2_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 2 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,GKVILWXtvmQp1zF4R72d
para_que_esta_unidad_3_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_3_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_3_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 3 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,ga974NbXKxnVHz5q3hjP
para_que_esta_unidad_4_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_4_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_4_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 4 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,4GFlcwikRhAY3M24SpgL
para_que_esta_unidad_5_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_5_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_5_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 5 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,lGIN3kLYAMbpVmA1G2fL
para_que_esta_unidad_6_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_6_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_6_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 6 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,3uqDX7vAoVtGDHzVCqtc
para_que_esta_unidad_7_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_7_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_7_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 7 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,ssuEmNlUtu9towaE8m02
para_que_esta_unidad_8_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_8_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_8_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 8 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,Xb0v6XFRna7wBwcJYEir
para_que_esta_unidad_9_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_esta_unidad_9_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_esta_unidad_9_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que esta unidad 9 sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,ZMrerdsDxcxvO1Yw2s8x
para_que_esta_unidad_sea_un_1010_para_vos_qu_falt_o_qu_cambiaras,{{contact.para_que_esta_unidad_sea_un_1010_para_vos_qu_falt_o_qu_cambiaras}},contact.para_que_esta_unidad_sea_un_1010_para_vos_qu_falt_o_qu_cambiaras,"Para que esta unidad sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,PZXbLkM5kwZH1myKiwKj
para_que_este_pilar_de_ventas_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,{{contact.para_que_este_pilar_de_ventas_sea_un_10_10_para_vos_que_falto_o_que_cambiarias}},contact.para_que_este_pilar_de_ventas_sea_un_10_10_para_vos_que_falto_o_que_cambiarias,"Para que este Pilar de Ventas sea un 10/10 para vos, ¿qué faltó o qué cambiarías?",TEXT,PylcHxhWgUtUiRq4PIUz
para_que_las_metricas_de_marketing_se_estabilicen_y_sirvan_para_predecir_conviene_revisarlas,{{contact.para_que_las_metricas_de_marketing_se_estabilicen_y_sirvan_para_predecir_conviene_revisarlas}},contact.para_que_las_metricas_de_marketing_se_estabilicen_y_sirvan_para_predecir_conviene_revisarlas,"Para que las métricas de marketing “se estabilicen” y sirvan para predecir, conviene revisarlas:",CHECKBOX,eLkP9Z7By3uxK9GQC56F
para_que_sirve_el_cashflow_proyectado,{{contact.para_que_sirve_el_cashflow_proyectado}},contact.para_que_sirve_el_cashflow_proyectado,¿Para qué sirve el cashflow proyectado?,CHECKBOX,V1jjV2LFwReX0r2zxRPv
para_que_sirve_el_estado_de_resultados_economico_en_el_meg,{{contact.para_que_sirve_el_estado_de_resultados_economico_en_el_meg}},contact.para_que_sirve_el_estado_de_resultados_economico_en_el_meg,¿Para qué sirve el Estado de Resultados Económico en el MEG?,CHECKBOX,vBiTd7LytcrMQWBxDeox
para_que_sirve_el_organigrama_segun_el_m_8,{{contact.para_que_sirve_el_organigrama_segun_el_m_8}},contact.para_que_sirve_el_organigrama_segun_el_m_8,"¿Para qué sirve el organigrama, según el M8?",CHECKBOX,liyisvIIOrUdVK30SZfV
para_que_sirve_el_resumen_de_ingresos_y_egresos_del_m_6,{{contact.para_que_sirve_el_resumen_de_ingresos_y_egresos_del_m_6}},contact.para_que_sirve_el_resumen_de_ingresos_y_egresos_del_m_6,¿Para qué sirve el “Resumen de Ingresos y Egresos” del M6?,CHECKBOX,wN2ti4WcYS6F8z2GjC9V
para_sostener_el_avance_y_recibir_material_complementario_cada_semana_es_clave,{{contact.para_sostener_el_avance_y_recibir_material_complementario_cada_semana_es_clave}},contact.para_sostener_el_avance_y_recibir_material_complementario_cada_semana_es_clave,"Para sostener el avance y recibir material complementario, cada semana es clave…",RADIO,ePrvDBVIF4O9qj1i4dZd
pausa,{{contact.pausa}},contact.pausa,Pausa,SINGLE_OPTIONS,uVxcIdaL82MoKYNywQ7v
plf,{{contact.plf}},contact.plf,Plf,TEXT,iNJiMwkSNReL5dTMR6nj
pods_tomar_decisiones_en_base_a_simulaciones_a_partir_de_tus_estados_de_resultados,{{contact.pods_tomar_decisiones_en_base_a_simulaciones_a_partir_de_tus_estados_de_resultados}},contact.pods_tomar_decisiones_en_base_a_simulaciones_a_partir_de_tus_estados_de_resultados,¿Podés tomar decisiones en base a simulaciones a partir de tus estados de resultados?,RADIO,9V2nHYI60Sqr0tSvIUEw
por_donde_me_conociste,{{contact.por_donde_me_conociste}},contact.por_donde_me_conociste,¿Por dónde me conociste?,TEXT,ij8hyk2FfdlFcEG9nnCJ
por_donde_van_a_enviar_mas_material_o_regalos,{{contact.por_donde_van_a_enviar_mas_material_o_regalos}},contact.por_donde_van_a_enviar_mas_material_o_regalos,Por donde van a enviar mas material o regalos?,SINGLE_OPTIONS,dWNc5yZeCwt2QVSo9KuX
por_que_el_presupuesto_se_considera_una_herramienta_de_direccion_de_la_empresa,{{contact.por_que_el_presupuesto_se_considera_una_herramienta_de_direccion_de_la_empresa}},contact.por_que_el_presupuesto_se_considera_una_herramienta_de_direccion_de_la_empresa,¿Por qué el presupuesto se considera una herramienta de dirección de la empresa?,CHECKBOX,KCWpUkgodOQEYRV4t4jt
precio_100_costos_variables_60__cmg_40_mc_40_objetivo_mc_45_cual_cambio_individual_te_acerca_mas,{{contact.precio_100_costos_variables_60__cmg_40_mc_40_objetivo_mc_45_cual_cambio_individual_te_acerca_mas}},contact.precio_100_costos_variables_60__cmg_40_mc_40_objetivo_mc_45_cual_cambio_individual_te_acerca_mas,Precio = 100; costos variables = 60 → CMG = 40 (MC% = 40%). Objetivo: MC% 45%. ¿Cuál cambio individual te acerca más?,CHECKBOX,5xJQ5UvhaOGk1LO1Axgx
primer_origen,{{contact.primer_origen}},contact.primer_origen,Primer Origen,TEXT,RiQFFRZIKDl3m282TAiC
producto_adquirido,{{contact.producto_adquirido}},contact.producto_adquirido,Producto Adquirido,MULTIPLE_OPTIONS,juv4dioQEEaOOELKtWdU
producto_de_interes,{{contact.producto_de_interes}},contact.producto_de_interes,Producto de interes,SINGLE_OPTIONS,jf56QNCo390OwCeZRxG2
producto_mas_vendido,{{contact.producto_mas_vendido}},contact.producto_mas_vendido,Producto mas vendido,TEXT,1Abxz5XTt5Fa9R549NZt
producto_mas_vendido,{{contact.producto_mas_vendido}},contact.producto_mas_vendido,Producto mas vendido,TEXT,uIpIYexdKYaJPrF4tQ1A
provincia,{{contact.provincia}},contact.provincia,Provincia,TEXT,Rtck5PTUKkxj35SdNWoS
proximo_contacto_closing,{{contact.proximo_contacto_closing}},contact.proximo_contacto_closing,Proximo contacto Closing,DATE,azlO1QQJAKIiaSGgcePa
proximo_contacto_csm,{{contact.proximo_contacto_csm}},contact.proximo_contacto_csm,Proximo contacto CSM,DATE,wAXsWPAcFCCjB9VoByIr
punto_de_equilibrio_que_decision_ayuda_a_bajarlo,{{contact.punto_de_equilibrio_que_decision_ayuda_a_bajarlo}},contact.punto_de_equilibrio_que_decision_ayuda_a_bajarlo,Punto de equilibrio: ¿qué decisión ayuda a bajarlo,CHECKBOX,Cc7U22P9eF0SPjs3gVRX
qu_fue_lo_ms_til_que_te_llevs_de_esta_unidad,{{contact.qu_fue_lo_ms_til_que_te_llevs_de_esta_unidad}},contact.qu_fue_lo_ms_til_que_te_llevs_de_esta_unidad,¿Qué fue lo más útil que te llevás de esta unidad?,TEXT,XvUIwJUNq5rtIcfFC5UH
que_conviene_medir_por_canal_para_decidir_con_claridad,{{contact.que_conviene_medir_por_canal_para_decidir_con_claridad}},contact.que_conviene_medir_por_canal_para_decidir_con_claridad,¿Qué conviene medir por canal para decidir con claridad?,CHECKBOX,1MkLlSoPBqXvtbCI8UrP
que_decision_esta_alineada_al_uso_del_cashflow_para_evitar_semanas_en_rojo,{{contact.que_decision_esta_alineada_al_uso_del_cashflow_para_evitar_semanas_en_rojo}},contact.que_decision_esta_alineada_al_uso_del_cashflow_para_evitar_semanas_en_rojo,¿Qué decisión está alineada al uso del cashflow para evitar “semanas en rojo”?,CHECKBOX,64ZwEFmxRS0HKMzFmhk4
que_dia_y_hora_son_las_clases,{{contact.que_dia_y_hora_son_las_clases}},contact.que_dia_y_hora_son_las_clases,Que dia y hora son las clases?,SINGLE_OPTIONS,u3C4xfKDR6zFsl9CVN0m
que_diferencia_de_enfoque_sugiere_el_m_3_respecto_de_economico_vs_financiero,{{contact.que_diferencia_de_enfoque_sugiere_el_m_3_respecto_de_economico_vs_financiero}},contact.que_diferencia_de_enfoque_sugiere_el_m_3_respecto_de_economico_vs_financiero,¿Qué diferencia de enfoque sugiere el M3 respecto de “económico vs financiero”?,CHECKBOX,8aqQlST9Qb5ITkhLzNxE
que_entendemos_por_contribucion_en_el_analisis_economico,{{contact.que_entendemos_por_contribucion_en_el_analisis_economico}},contact.que_entendemos_por_contribucion_en_el_analisis_economico,¿Qué entendemos por “contribución” en el análisis económico?,CHECKBOX,hvmoPPRm82ePJZuOonKV
que_es_el_margen_de_contribucion_mc_por_unidad,{{contact.que_es_el_margen_de_contribucion_mc_por_unidad}},contact.que_es_el_margen_de_contribucion_mc_por_unidad,¿Qué es el margen de contribución (MC) por unidad?,CHECKBOX,0BBGB8vWi1pahF2XLO5x
que_es_el_punto_de_equilibrio,{{contact.que_es_el_punto_de_equilibrio}},contact.que_es_el_punto_de_equilibrio,Qué es el punto de equilibrio?,CHECKBOX,ZPiFVHKMQx9cPBstWqCI
que_es_prospeccion_en_este_contexto,{{contact.que_es_prospeccion_en_este_contexto}},contact.que_es_prospeccion_en_este_contexto,¿Qué es “prospección” en este contexto?,CHECKBOX,x5AkFWfLzxiCl5NuAYd4
que_es_un_crm,{{contact.que_es_un_crm}},contact.que_es_un_crm,¿Qué es un CRM?,CHECKBOX,IvaDdnAagZqzPJb147JP
